EmployeeNumber,MonthlyIncome,DenseRank,RankValue,RowNumber
1858,2706,1096,1171,1171
1826,2705,1097,1172,1172
94,2703,1098,1173,1173
1154,2703,1098,1173,1174
824,2700,1099,1175,1175
470,2696,1100,1176,1176
426,2695,1101,1177,1177
812,2694,1102,1178,1178
11,2693,1103,1179,1179
923,2693,1103,1179,1180
683,2691,1104,1181,1181
1601,2690,1105,1182,1182
780,2686,1106,1183,1183
1006,2684,1107,1184,1184
47,2683,1108,1185,1185
1780,2679,1109,1186,1186
1226,2678,1110,1187,1187
10,2670,1111,1188,1188
1873,2662,1112,1189,1189
18,2661,1113,1190,1190
2003,2660,1114,1191,1191
686,2659,1115,1192,1192
297,2657,1116,1193,1193
493,2657,1116,1193,1194
1691,2655,1117,1195,1195
544,2654,1118,1196,1196
1982,2647,1119,1197,1197
46,2645,1120,1198,1198
1556,2644,1121,1199,1199
749,2642,1122,1200,1200
194,2632,1123,1201,1201
1279,2625,1124,1202,1202
305,2622,1125,1203,1203
662,2619,1126,1204,1204
159,2613,1127,1205,1205
484,2610,1128,1206,1206
1160,2610,1128,1206,1207
1382,2610,1128,1206,1208
1016,2600,1129,1209,1209
1111,2596,1130,1210,1210
351,2593,1131,1211,1211
1805,2592,1132,1212,1212
1674,2587,1133,1213,1213
1907,2587,1133,1213,1214
1265,2585,1134,1215,1215
1648,2580,1135,1216,1216
666,2579,1136,1217,1217
517,2576,1137,1218,1218
805,2572,1138,1219,1219
2061,2571,1139,1220,1220
1693,2570,1140,1221,1221
224,2566,1141,1222,1222
566,2564,1142,1223,1223
571,2564,1142,1223,1224
1504,2561,1143,1225,1225
856,2559,1144,1226,1226
913,2559,1144,1226,1227
1258,2559,1144,1226,1228
838,2553,1145,1229,1229
1193,2552,1146,1230,1230
565,2546,1147,1231,1231
1918,2544,1148,1232,1232
501,2543,1149,1233,1233
1162,2539,1150,1234,1234
1364,2534,1151,1235,1235
912,2532,1152,1236,1236
169,2523,1153,1237,1237
958,2519,1154,1238,1238
1259,2517,1155,1239,1239
875,2515,1156,1240,1240
1175,2515,1156,1240,1241
1120,2514,1157,1242,1242
826,2506,1158,1243,1243
95,2501,1159,1244,1244
242,2500,1160,1245,1245
758,2500,1160,1245,1246
39,2496,1161,1247,1247
977,2479,1162,1248,1248
434,2478,1163,1249,1249
508,2476,1164,1250,1250
1878,2472,1165,1251,1251
1760,2468,1166,1252,1252
1081,2461,1167,1253,1253
430,2455,1168,1254,1254
227,2451,1169,1255,1255
1019,2451,1169,1255,1256
1558,2451,1169,1255,1257
769,2450,1170,1258,1258
1564,2450,1170,1258,1259
1675,2440,1171,1260,1260
1868,2439,1172,1261,1261
2038,2439,1172,1261,1262
1813,2438,1173,1263,1263
1767,2437,1174,1264,1264
325,2436,1175,1265,1265
2020,2436,1175,1265,1266
1939,2432,1176,1267,1267
1554,2430,1177,1268,1268
14,2426,1178,1269,1269
1017,2422,1179,1270,1270
952,2413,1180,1271,1271
1604,2408,1181,1272,1272
79,2406,1182,1273,1273
2012,2406,1182,1273,1274
932,2404,1183,1275,1275
994,2404,1183,1275,1276
1492,2404,1183,1275,1277
632,2400,1184,1278,1278
1783,2398,1185,1279,1279
1405,2394,1186,1280,1280
315,2389,1187,1281,1281
1361,2387,1188,1282,1282
918,2380,1189,1283,1283
1030,2380,1189,1283,1284
2021,2380,1189,1283,1285
1850,2379,1190,1286,1286
930,2377,1191,1287,1287
1107,2377,1191,1287,1288
1185,2376,1192,1289,1289
394,2373,1193,1290,1290
1292,2372,1194,1291,1291
1308,2372,1194,1291,1292
471,2370,1195,1293,1293
164,2368,1196,1294,1294
1576,2367,1197,1295,1295
1960,2367,1197,1295,1296
848,2366,1198,1297,1297
1333,2362,1199,1298,1298
1522,2362,1199,1298,1299
895,2356,1200,1300,1300
555,2351,1201,1301,1301
206,2348,1202,1302,1302
1474,2345,1203,1303,1303
763,2342,1204,1304,1304
878,2342,1204,1304,1305
1044,2342,1204,1304,1306
1792,2342,1204,1304,1307
54,2341,1205,1308,1308
346,2340,1206,1309,1309
622,2340,1206,1309,1310
2032,2339,1207,1311,1311
1844,2335,1208,1312,1312
951,2332,1209,1313,1313
941,2329,1210,1314,1314
284,2328,1211,1315,1315
403,2326,1212,1316,1316
235,2325,1213,1317,1317
217,2323,1214,1318,1318
1077,2323,1214,1318,1319
113,2322,1215,1320,1320
991,2321,1216,1321,1321
816,2319,1217,1322,1322
933,2318,1218,1323,1323
882,2314,1219,1324,1324
1108,2313,1220,1325,1325
247,2311,1221,1326,1326
1541,2308,1222,1327,1327
1905,2307,1223,1328,1328
205,2306,1224,1329,1329
1718,2305,1225,1330,1330
1331,2302,1226,1331,1331
766,2297,1227,1332,1332
1551,2296,1228,1333,1333
45,2293,1229,1334,1334
55,2293,1229,1334,1335
1206,2290,1230,1336,1336
1772,2289,1231,1337,1337
245,2288,1232,1338,1338
514,2285,1233,1339,1339
260,2279,1234,1340,1340
910,2277,1235,1341,1341
1702,2275,1236,1342,1342
834,2274,1237,1343,1343
1533,2272,1238,1344,1344
996,2270,1239,1345,1345
63,2269,1240,1346,1346
2013,2269,1240,1346,1347
321,2267,1241,1348,1348
945,2259,1242,1349,1349
525,2258,1243,1350,1350
1172,2258,1243,1350,1351
511,2244,1244,1352,1352
200,2238,1245,1353,1353
1244,2235,1246,1354,1354
332,2232,1247,1355,1355
216,2231,1248,1356,1356
1931,2226,1249,1357,1357
1055,2220,1250,1358,1358
530,2218,1251,1359,1359
741,2216,1252,1360,1360
483,2213,1253,1361,1361
1219,2210,1254,1362,1362
1102,2207,1255,1363,1363
41,2206,1256,1364,1364
495,2201,1257,1365,1365
88,2194,1258,1366,1366
655,2187,1259,1367,1367
1987,2187,1259,1367,1368
1747,2180,1260,1369,1369
309,2177,1261,1370,1370
1049,2177,1261,1370,1371
362,2176,1262,1372,1372
478,2174,1263,1373,1373
1202,2168,1264,1374,1374
1649,2166,1265,1375,1375
974,2157,1266,1376,1376
1286,2154,1267,1377,1377
286,2153,1268,1378,1378
1818,2148,1269,1379,1379
1746,2145,1270,1380,1380
1947,2144,1271,1381,1381
829,2143,1272,1382,1382
1609,2141,1273,1383,1383
1937,2133,1274,1384,1384
1004,2132,1275,1385,1385
1546,2132,1275,1385,1386
643,2127,1276,1387,1387
1448,2127,1276,1387,1388
959,2121,1277,1389,1389
454,2119,1278,1390,1390
391,2115,1279,1391,1391
1461,2109,1280,1392,1392
1762,2109,1280,1392,1393
1210,2107,1281,1394,1394
1856,2105,1282,1395,1395
1434,2099,1283,1396,1396
562,2097,1284,1397,1397
645,2096,1285,1398,1398
1303,2096,1285,1398,1399
591,2093,1286,1400,1400
4,2090,1287,1401,1401
262,2089,1288,1402,1402
238,2088,1289,1403,1403
42,2086,1290,1404,1404
680,2083,1291,1405,1405
1301,2080,1292,1406,1406
116,2075,1293,1407,1407
1569,2074,1294,1408,1408
133,2073,1295,1409,1409
1592,2073,1295,1409,1410
377,2070,1296,1411,1411
1131,2070,1296,1411,1412
1441,2066,1297,1413,1413
1499,2064,1298,1414,1414
1883,2062,1299,1415,1415
1581,2061,1300,1416,1416
300,2058,1301,1417,1417
700,2045,1302,1418,1418
922,2044,1303,1419,1419
1799,2044,1303,1419,1420
132,2042,1304,1421,1421
1053,2042,1304,1421,1422
648,2033,1305,1423,1423
1495,2033,1305,1423,1424
1374,2029,1306,1425,1425
19,2028,1307,1426,1426
1698,2028,1307,1426,1427
218,2024,1308,1428,1428
881,2022,1309,1429,1429
1534,2018,1310,1430,1430
49,2014,1311,1431,1431
1659,2013,1312,1432,1432
1246,2011,1313,1433,1433
934,2008,1314,1434,1434
1994,2008,1314,1434,1435
1068,2007,1315,1436,1436
2051,2001,1316,1437,1437
53,1951,1317,1438,1438
1156,1904,1318,1439,1439
614,1878,1319,1440,1440
1248,1859,1320,1441,1441
2023,1790,1321,1442,1442
850,1706,1322,1443,1443
556,1702,1323,1444,1444
167,1675,1324,1445,1445
1368,1611,1325,1446,1446
811,1601,1326,1447,1447
1624,1569,1327,1448,1448
1506,1563,1328,1449,1449
1714,1555,1329,1450,1450
1839,1514,1330,1451,1451
201,1483,1331,1452,1452
405,1420,1332,1453,1453
1079,1416,1333,1454,1454
1692,1393,1334,1455,1455
1427,1359,1335,1456,1456
704,1281,1336,1457,1457
1482,1274,1337,1458,1458
1433,1261,1338,1459,1459
30,1232,1339,1460,1460
1270,1223,1340,1461,1461
411,1200,1341,1462,1462
1974,1129,1342,1463,1463
1273,1118,1343,1464,1464
243,1102,1344,1465,1465
1928,1091,1345,1466,1466
1876,1081,1346,1467,1467
1056,1052,1347,1468,1468
1012,1051,1348,1469,1469
701,1009,1349,1470,1470
